STRAIN	AATT01000295.1	AATT01000296.1	AATT01000297.1	AATT01000298.1	AATT01000299.1	AATT01000300.1	AATT01000301.1	AATT01000302.1	AATT01000303.1	AATT01000306.1	AATT01000307.1	AATT01000308.1	AATT01000309.1	AATT01000310.1	AATT01000314.1	AATT01000315.1	AATT01000316.1	AATT01000317.1	AATT01000318.1	AATT01000319.1	AATT01000320.1	AATT01000321.1	AATT01000322.1	AATT01000323.1	AATT01000324.1	AATT01000325.1	AATT01000326.1	AATT01000327.1	AATT01000328.1	AATT01000329.1	AATT01000330.1	AATT01000331.1	AATT01000332.1	AATT01000333.1	AATT01000334.1	AATT01000335.1	AATT01000338.1	AATT01000339.1	AATT01000340.1	AATT01000341.1	AATT01000342.1	AATT01000343.1	AATT01000344.1	AATT01000345.1	AATT01000346.1	AATT01000347.1	AATT01000348.1	DS022300.1	DS022301.1	DS022302.1	DS022303.1	DS022304.1	DS022305.1	DS022306.1	DS022307.1	DS022308.1	DS022309.1	DS022310.1	DS022311.1	DS022312.1	DS022313.1	DS022314.1	DS022315.1	DS022316.1	DS022317.1	DS022318.1	DS022319.1	DS022320.1	DS022321.1	DS022322.1	TF5a1_Bdvirus
LHURS_11No1	104.42	142.61	94.37	415.91	149.94	188.75	191.36	313.41	170.73	118.88	132.55	307.60	136.02	204.48	161.01	90.01	153.10	248.50	147.37	800.98	122.47	123.04	99.25	120.46	129.89	533.97	195.82	665.60	124.12	977.70	80.71	1404.32	1032.99	68.53	167.17	556.40	171.95	43.90	90.69	110.24	90.24	140.67	1084.93	151.61	23.53	2445.85	1678.36	166.93	201.10	208.33	164.66	164.42	168.19	176.96	172.39	122.21	164.81	120.85	138.70	161.02	408.52	183.34	118.08	127.67	215.62	96.07	110.80	547.97	1398.11	1155.05	0.00
LHURS_11No11	95.94	125.32	89.36	396.57	106.42	162.00	152.87	314.11	117.67	100.07	114.73	288.43	139.99	139.62	112.45	90.88	116.10	229.04	92.16	1124.41	111.14	86.96	82.32	134.87	98.20	560.86	137.73	707.44	121.48	998.19	85.70	1181.71	1148.34	65.81	151.44	668.60	174.70	33.38	75.00	88.71	82.64	120.65	978.84	92.83	18.87	2125.72	1508.86	128.08	138.72	138.44	130.38	167.41	133.55	135.30	138.73	117.87	130.89	128.54	125.72	142.17	357.08	131.96	123.73	93.24	204.86	80.26	78.89	644.27	1223.20	1405.77	0.00
LHURS_11No7	104.80	146.88	136.51	387.92	133.50	202.71	191.11	331.24	147.13	121.97	145.32	306.06	153.11	162.74	148.57	105.29	147.16	222.61	137.18	627.96	135.86	109.10	93.19	159.97	136.35	541.78	188.11	629.61	142.30	790.66	107.28	820.08	983.28	51.92	180.75	625.14	202.30	44.11	92.01	110.81	127.30	162.50	985.07	121.85	24.36	1364.83	842.24	156.99	184.33	192.69	180.28	191.53	169.12	178.08	177.21	146.13	165.12	158.43	148.70	165.38	316.70	160.32	130.15	114.20	211.33	99.22	94.61	462.03	1385.41	906.53	0.00
LHURS_11No8	80.42	109.61	78.35	301.80	87.33	137.76	126.04	221.26	57.18	82.04	96.77	236.30	87.53	113.41	93.08	71.05	102.98	173.77	78.43	471.61	94.83	58.02	63.18	102.92	94.68	387.10	124.64	551.67	105.38	662.45	74.81	924.29	729.94	56.81	132.16	411.19	149.38	30.61	65.63	72.37	77.64	108.29	732.29	84.21	16.08	1610.67	1206.40	115.68	119.47	118.08	111.37	110.15	115.01	119.90	116.94	107.83	111.67	111.64	108.53	121.99	243.67	114.27	109.78	81.53	156.19	66.23	64.98	380.13	977.50	735.01	0.00
LM2	105.03	89.28	53.60	174.20	72.65	101.61	107.63	162.80	51.69	85.25	50.51	163.38	94.08	64.90	60.75	67.66	62.86	168.18	38.14	730.39	53.24	36.93	98.28	79.55	47.48	265.20	123.46	342.88	51.19	265.39	64.39	142.44	506.08	51.81	68.42	278.39	131.21	52.35	65.64	52.43	35.81	68.08	653.61	54.49	59.61	208.72	107.50	67.78	94.17	88.83	81.07	119.29	82.18	82.26	82.01	65.00	74.76	80.91	67.50	105.72	118.76	84.62	64.33	74.10	104.09	48.35	59.31	174.86	594.84	733.88	17.67
Lhurs_13No11	81.84	101.86	71.66	329.71	91.13	126.05	133.20	239.34	115.50	85.88	89.75	225.47	103.41	125.75	99.73	77.37	110.89	163.01	101.02	389.95	93.37	89.36	55.75	100.12	86.91	404.66	120.83	530.90	104.06	771.02	80.40	1006.51	862.89	48.22	131.50	455.28	153.12	26.78	54.26	94.70	69.93	108.16	873.01	98.38	16.15	1836.66	1336.20	112.35	131.00	116.80	120.62	121.43	119.66	119.37	118.29	108.45	111.41	118.27	107.33	121.20	295.27	113.51	105.44	77.53	163.21	61.46	59.10	376.75	980.82	705.84	0.00
Lhurs_13No13	106.94	145.26	99.29	377.34	121.72	184.54	172.15	297.76	137.20	109.46	120.29	284.75	127.55	152.01	125.86	91.99	147.52	194.33	122.91	519.48	131.99	99.13	77.20	134.02	122.08	484.86	168.89	610.00	144.88	871.28	101.08	1342.55	1011.06	65.83	178.98	519.84	209.56	36.19	82.68	105.98	97.15	132.55	1119.46	117.50	21.31	2335.77	1733.39	153.95	173.27	160.98	153.23	152.04	157.07	165.05	161.30	150.42	151.97	151.56	148.03	165.72	372.48	156.14	141.85	108.13	214.55	86.48	86.60	519.29	1309.48	941.77	0.00
Lhurs_13No14	75.08	124.06	84.73	393.69	75.65	110.68	154.52	281.08	103.93	79.73	66.68	269.43	106.92	109.06	96.00	59.11	119.68	251.41	141.51	1005.14	93.16	63.47	57.38	92.19	94.81	563.47	138.07	901.91	87.60	1137.30	72.61	1447.15	1148.32	53.12	128.02	716.17	124.21	32.44	43.53	92.40	66.68	107.77	1123.41	101.80	15.24	2551.99	2477.98	132.74	142.86	129.85	127.60	128.08	130.41	135.54	135.00	112.19	125.25	121.17	113.51	137.13	400.33	133.09	111.99	94.88	196.06	65.87	62.18	681.79	1097.86	1646.69	0.00
Lhurs_13No2	104.50	148.56	106.28	455.39	106.68	149.85	202.24	330.77	137.17	109.65	92.82	323.69	138.54	141.87	128.55	84.82	166.73	281.90	187.29	745.33	136.64	93.55	71.86	126.85	121.48	610.57	168.96	880.26	135.17	1184.51	111.01	1496.75	1213.36	64.63	185.61	733.26	198.45	41.07	57.73	143.70	90.14	145.88	1354.71	131.80	20.90	2656.27	2529.79	170.88	182.44	168.39	167.18	167.35	170.45	175.41	173.70	165.96	163.02	160.12	154.64	178.00	436.29	164.66	149.76	114.01	239.82	85.24	80.18	620.49	1398.42	1349.85	0.00
MAD_FR	87.58	88.67	85.60	386.05	95.83	92.04	120.84	224.16	93.32	59.98	70.56	219.88	90.66	74.85	122.73	56.25	115.61	213.20	81.91	418.18	84.34	80.05	77.59	69.79	61.78	397.96	129.23	935.41	81.65	650.27	52.75	926.45	741.13	41.30	108.24	712.84	124.48	47.03	47.49	103.44	63.06	102.12	885.36	77.02	107.61	1383.36	479.92	103.67	152.42	108.23	103.48	102.71	102.57	105.20	107.52	101.46	103.70	103.20	96.68	111.93	237.14	105.13	99.20	85.21	158.95	51.44	49.40	349.89	866.05	469.83	3.57
MAL05_GB	88.59	71.22	56.85	360.35	82.68	104.01	106.33	203.81	74.38	85.68	60.46	179.59	73.83	62.32	124.09	44.65	108.33	247.21	11.31	466.83	114.04	53.20	41.89	62.22	59.61	212.91	110.19	628.83	73.75	458.03	71.05	432.70	593.82	28.19	109.26	778.54	134.30	22.27	24.84	71.30	42.32	69.78	640.76	57.16	53.35	826.85	137.53	87.24	132.70	92.13	86.51	85.83	86.37	90.52	88.22	84.38	85.24	84.01	81.20	92.76	168.53	87.18	81.13	74.33	116.46	40.13	84.38	218.17	846.17	891.64	0.00
MC58	125.79	77.08	46.69	159.95	52.60	92.61	82.33	144.12	45.72	77.35	40.16	131.28	62.27	48.65	44.16	69.48	68.49	137.85	34.34	825.78	45.17	28.21	62.98	57.51	32.71	276.23	89.59	333.26	43.89	409.91	57.40	185.98	618.37	39.51	58.51	313.79	109.77	39.51	60.45	49.88	32.48	65.43	513.20	39.33	13.99	201.56	137.32	76.16	57.28	77.13	76.10	76.83	77.65	55.93	58.19	52.74	81.22	55.60	70.21	91.01	103.84	56.13	58.66	51.15	87.95	38.74	40.45	188.40	506.35	1187.52	118.44
MC94	69.72	55.65	45.87	193.63	52.21	62.10	69.06	126.96	52.24	52.24	62.11	112.19	50.66	66.35	52.24	42.20	63.32	81.61	27.91	792.67	27.45	41.46	64.53	55.32	54.61	190.45	62.92	506.90	56.53	229.24	37.08	445.05	469.31	31.89	52.05	336.48	76.25	13.82	87.09	56.99	30.03	58.78	451.66	41.27	41.44	976.75	119.41	67.83	71.32	76.44	67.68	66.94	70.11	71.62	71.41	54.33	69.12	68.66	65.32	63.32	133.12	59.24	65.80	55.69	109.72	39.84	38.96	179.61	600.69	653.10	0.00
MCT8	75.87	63.29	27.45	155.99	47.93	48.97	50.16	111.77	55.90	46.25	63.29	85.42	52.39	47.88	49.30	42.15	56.86	62.24	30.36	986.87	48.24	41.70	41.25	49.84	47.72	126.25	63.42	136.70	58.34	238.93	33.18	502.62	346.34	32.70	37.56	105.94	88.87	50.52	63.32	47.44	20.54	53.93	446.30	45.25	42.42	846.60	419.30	63.77	67.13	66.30	63.71	63.36	66.33	64.34	64.90	62.84	63.92	69.22	62.04	68.66	135.57	64.98	36.82	63.93	74.39	36.30	40.23	176.94	536.48	821.57	0.00
MG1_ZA	72.34	40.19	44.31	236.45	43.24	68.42	71.51	350.84	65.97	59.65	37.33	249.33	49.34	47.69	45.63	44.92	61.82	392.73	30.21	500.10	40.22	32.08	69.83	45.86	25.08	785.83	63.14	1184.87	41.35	1020.00	57.49	580.13	1044.10	29.97	54.07	976.92	76.76	29.99	50.15	31.58	31.25	65.15	650.42	46.80	24.72	800.00	462.20	64.89	67.85	65.78	59.21	66.10	49.27	48.26	67.13	42.12	68.44	44.20	56.57	63.77	197.06	67.23	47.35	56.40	135.98	36.71	44.50	668.31	498.31	707.51	61.46
MG4_ZA	132.64	100.93	87.93	257.69	116.91	112.05	112.89	229.89	98.28	86.70	108.97	194.45	83.10	74.15	123.89	70.87	100.92	148.35	62.53	180.86	95.75	92.30	105.36	88.71	81.82	290.18	156.10	328.71	99.93	444.97	99.70	871.38	479.00	68.72	102.19	257.08	140.77	66.39	76.02	93.51	66.38	137.33	747.92	81.73	70.54	1374.24	676.02	103.55	154.60	155.03	106.47	104.60	109.13	108.90	109.86	103.55	145.19	105.13	105.05	114.03	209.32	107.19	102.49	108.36	136.32	65.37	79.90	284.95	1033.17	240.90	0.00
MLA1	107.34	95.37	92.26	285.74	103.39	127.86	114.28	231.51	99.98	82.29	97.92	259.61	63.04	96.55	105.99	90.96	83.68	291.73	39.99	690.43	111.14	94.48	89.99	97.71	79.32	356.46	115.46	644.17	93.54	490.09	83.92	711.65	568.20	72.58	110.20	452.50	128.15	53.98	84.13	55.66	84.81	104.21	557.19	77.32	71.81	1098.37	526.90	79.43	91.24	102.39	74.87	85.97	95.73	85.19	94.43	69.63	90.11	85.89	77.26	100.31	214.03	99.73	81.64	97.28	156.57	69.51	81.38	526.94	828.99	1617.94	0.00
MODS27_IT	52.52	40.94	30.80	117.92	45.56	43.97	42.78	102.26	34.64	30.90	44.65	100.40	33.46	26.56	51.56	30.33	38.16	82.55	28.46	114.91	37.56	27.55	33.22	34.49	34.37	138.40	62.38	181.58	36.69	210.59	28.62	523.87	261.84	26.76	41.99	138.08	50.70	27.98	32.04	28.06	29.34	42.04	295.19	28.75	25.14	873.69	329.37	41.75	60.96	60.46	42.39	42.03	38.40	43.47	59.43	35.57	48.16	42.56	42.15	46.03	95.86	42.79	42.93	43.13	61.06	35.95	30.69	138.48	419.57	107.32	0.00
MODS28_IT	161.07	122.74	102.25	378.53	127.99	128.54	123.59	331.27	137.38	103.66	117.24	323.05	103.43	106.36	135.89	90.72	118.76	265.93	82.64	421.53	118.23	108.51	88.84	107.32	97.03	467.59	165.74	643.96	119.40	812.37	86.50	1967.50	947.04	73.14	131.30	491.60	167.15	82.88	94.87	94.41	90.47	114.96	947.77	113.91	83.08	3256.20	1083.35	123.32	164.77	161.70	129.84	130.30	134.79	132.18	159.91	126.06	128.28	148.23	128.25	140.68	345.61	129.68	127.11	130.12	195.61	92.52	87.94	434.47	1200.37	355.72	0.54
MexMkt	62.72	48.82	41.30	119.45	62.84	75.08	78.91	96.43	47.79	41.83	57.76	107.51	54.06	42.83	57.26	66.59	45.57	121.71	22.75	580.95	57.25	50.91	50.69	65.84	53.95	129.16	74.38	221.87	51.05	164.09	42.89	137.23	260.85	47.19	47.25	206.09	66.13	35.05	71.28	37.03	39.31	50.04	249.15	37.45	76.01	190.21	162.17	48.30	71.83	54.15	48.59	69.28	50.01	65.23	51.43	47.94	49.87	70.66	49.81	54.65	79.33	72.77	48.96	65.51	67.88	35.40	52.57	118.24	529.99	849.69	0.00
NBRC106979	47.30	34.14	40.15	90.99	40.10	48.72	47.66	88.09	46.34	42.55	43.75	86.35	25.32	40.18	38.32	33.50	33.01	91.15	17.20	418.05	48.01	35.84	35.45	40.02	30.63	109.34	50.95	167.69	37.53	157.32	30.98	190.10	173.69	32.91	42.78	149.85	48.24	25.60	41.99	31.31	34.23	36.02	223.45	31.14	30.48	227.79	212.74	33.90	40.60	47.04	34.60	34.87	36.89	36.47	46.71	34.06	35.72	31.53	35.87	39.12	76.78	35.58	36.37	37.61	54.44	31.52	32.65	124.66	406.05	404.83	0.00
PENNEWT	90.60	84.65	63.86	169.68	67.73	64.77	90.15	138.83	89.68	92.64	83.22	133.98	93.37	63.35	79.32	67.57	107.99	82.21	66.22	845.95	81.60	49.57	37.92	70.71	77.66	148.53	100.72	129.97	73.21	150.40	68.73	363.42	199.91	33.61	128.54	110.02	134.89	96.23	27.41	94.37	37.81	77.91	614.67	70.55	60.28	612.36	281.72	103.74	106.82	102.62	111.49	110.33	101.51	109.65	98.19	96.23	81.77	93.51	93.22	102.66	148.91	116.89	61.39	101.83	94.91	50.71	52.41	120.87	856.06	1202.47	0.00
PENS-2.4	50.16	40.21	30.95	74.23	32.65	43.19	40.66	73.69	34.67	27.87	40.80	56.98	31.69	27.59	32.21	31.66	37.43	36.89	6.58	1402.94	34.85	26.61	28.24	35.33	26.54	81.46	42.25	77.70	36.41	117.22	19.84	263.49	173.03	21.55	46.05	64.97	56.14	18.24	21.59	28.02	19.84	31.87	246.64	24.54	27.12	429.80	201.11	41.04	44.49	48.16	43.00	41.24	43.80	40.55	45.40	39.85	40.84	35.58	40.02	43.57	73.05	43.22	35.33	42.82	46.20	25.99	22.44	80.64	336.38	1202.22	0.00
PENS-9.2	52.04	36.11	26.02	96.75	37.98	40.33	39.64	68.20	32.81	24.24	38.69	53.98	29.93	23.71	31.50	32.57	32.63	52.10	7.80	1000.48	27.93	23.76	29.72	32.78	26.98	78.51	47.67	110.40	33.01	212.59	17.49	602.88	289.42	22.37	32.64	65.29	47.55	21.61	30.14	28.15	14.63	28.42	341.82	27.71	20.72	1031.82	501.89	36.30	51.94	51.51	36.24	39.09	38.93	37.39	50.45	35.25	39.39	34.85	35.86	39.56	113.29	42.39	31.61	42.07	50.85	27.84	27.85	170.25	357.16	931.35	0.00
PNP15150	42.34	77.33	38.30	143.09	51.23	78.54	69.41	110.15	53.02	45.59	55.08	113.47	52.71	59.87	52.43	40.20	53.26	73.06	45.66	584.56	53.21	40.56	36.79	62.54	48.35	196.88	67.14	214.06	59.80	276.48	69.99	332.29	438.48	26.46	72.07	198.52	86.63	11.71	36.39	36.98	33.94	63.15	411.11	43.87	9.62	650.91	459.23	59.82	70.15	65.41	59.30	66.43	64.36	64.87	65.91	58.80	68.23	60.83	59.45	84.90	133.47	64.37	60.50	45.00	83.48	36.48	38.75	189.36	548.35	782.78	0.00
PNP15152	66.87	97.29	62.29	210.34	76.83	121.11	109.96	157.41	89.45	69.53	81.82	166.44	78.55	103.08	74.49	63.93	85.44	105.47	78.01	957.39	83.66	62.96	50.65	82.47	81.49	267.17	98.78	293.74	94.64	378.46	60.29	493.24	528.32	43.00	109.23	249.94	141.13	21.44	50.54	55.81	61.29	89.01	581.10	69.75	12.88	923.51	683.51	94.14	101.88	104.13	94.82	95.53	96.89	105.61	101.46	93.44	95.33	97.55	93.07	105.99	192.09	99.20	94.46	69.02	117.68	57.03	58.12	236.63	822.56	1132.23	0.00
PNP15153	58.71	86.22	53.33	206.87	71.39	112.94	99.86	178.24	76.23	87.27	78.66	153.73	77.46	90.17	69.87	57.74	76.22	101.79	67.03	1105.76	72.24	57.96	44.99	77.89	70.18	296.98	89.47	331.07	79.96	424.41	54.67	456.39	698.41	37.29	96.02	349.99	121.66	17.60	44.78	57.26	49.78	82.34	565.84	58.47	12.59	852.20	567.76	88.41	96.16	94.05	86.93	91.60	90.53	97.39	91.71	83.60	88.54	88.77	85.55	96.26	191.91	89.86	88.89	62.95	113.89	52.02	50.83	297.03	743.83	1060.77	0.00
PNP15156	58.60	79.57	53.02	179.53	80.75	111.16	100.90	127.00	71.07	57.17	85.88	153.21	67.00	84.45	79.51	55.76	74.99	109.89	61.76	941.48	70.96	52.35	47.95	74.34	69.53	224.53	104.83	262.32	78.58	324.93	50.96	273.48	413.08	37.59	95.92	293.01	119.55	17.03	50.62	46.42	48.10	74.69	494.48	57.69	11.25	454.00	360.19	81.87	108.60	87.82	103.46	84.04	84.15	90.02	84.87	80.17	81.91	82.98	81.43	90.61	144.69	85.41	82.23	59.32	100.11	49.32	62.08	163.29	728.58	1158.64	0.00
PUITS_11	108.17	144.48	99.73	376.96	118.32	187.66	168.57	294.95	135.06	112.51	130.13	284.27	152.89	154.25	120.44	98.24	136.99	199.99	105.42	1061.02	119.67	98.28	90.02	146.44	114.92	493.92	167.47	614.72	134.81	840.17	95.63	1196.36	1014.29	80.34	166.74	515.59	194.78	34.80	83.97	94.35	96.57	139.10	996.27	110.12	19.23	2038.14	1553.89	154.20	161.64	160.64	153.36	188.28	157.92	155.44	159.36	137.38	152.22	145.35	148.71	158.62	362.58	155.27	147.75	110.18	204.34	89.26	89.79	584.04	1263.39	1563.71	0.23
PUITS_12No3	107.06	150.57	103.99	512.74	118.43	190.93	172.62	357.94	135.05	113.92	133.63	336.52	129.59	158.98	124.63	98.39	137.10	251.46	108.88	988.77	130.27	102.16	86.02	142.59	126.47	607.63	161.85	1140.82	154.23	1227.92	96.34	2082.82	1416.31	78.27	183.36	747.52	214.18	34.93	85.23	90.41	98.83	144.43	1125.26	106.32	20.96	3707.19	2716.94	153.37	165.76	164.23	152.58	160.03	160.17	166.63	165.74	149.89	153.80	152.82	150.81	169.75	480.89	156.82	153.02	111.71	252.21	91.90	90.88	762.81	1394.30	1472.36	0.00
PUITS_12No5	125.99	179.45	119.48	401.13	139.69	221.48	201.91	289.17	160.56	129.74	160.47	309.46	140.50	183.57	144.55	113.22	158.62	217.52	135.53	1103.24	151.60	117.22	102.95	161.01	144.41	474.26	190.95	634.11	169.91	686.91	105.80	920.32	908.00	91.31	209.93	515.27	247.81	40.91	98.00	110.80	113.19	165.80	1043.07	126.93	24.95	1601.23	1226.88	180.34	188.38	189.61	185.04	177.18	185.09	194.90	186.20	175.46	178.69	179.50	177.20	196.61	347.97	184.23	173.53	130.45	221.90	106.44	107.33	454.11	1516.58	1781.28	0.12
PUITS_12No7	113.61	156.35	109.69	410.00	126.42	199.37	178.94	318.88	142.20	120.62	139.15	308.99	125.34	161.17	127.78	105.39	144.80	243.77	111.44	1051.08	134.93	104.41	89.94	144.18	132.39	519.26	173.36	797.01	153.95	878.79	100.76	1158.72	1019.17	79.98	185.16	691.74	220.16	39.40	88.28	99.54	106.28	147.65	1012.76	109.08	21.52	2079.96	1532.94	159.92	169.32	169.37	159.03	157.48	165.27	172.73	165.72	156.02	159.57	159.49	156.88	175.14	372.10	163.01	157.52	116.19	218.91	93.47	95.55	568.81	1380.96	1607.73	0.05
PUITS_12No8	125.74	169.15	117.30	476.76	137.72	206.31	207.69	354.61	161.25	128.06	140.37	379.37	136.41	170.77	142.87	108.34	163.85	286.50	131.49	1052.38	150.95	118.10	96.30	159.35	138.51	554.70	183.07	896.21	165.96	1102.12	118.40	1428.52	1115.88	80.88	208.39	720.51	231.57	46.41	99.74	123.32	115.98	161.50	1213.56	121.18	25.67	2662.96	1675.71	177.28	188.25	186.79	176.39	175.06	181.51	189.41	183.45	173.44	176.12	175.49	170.92	193.92	398.74	182.51	171.89	127.92	246.89	101.79	101.36	526.82	1467.15	1546.95	0.30
RAS3_CH	95.75	79.09	76.41	297.80	94.48	123.48	101.43	183.76	76.59	69.28	83.56	185.66	85.51	73.03	100.53	56.05	93.37	108.53	40.79	666.29	77.21	63.47	76.01	68.08	71.76	289.25	122.39	629.44	87.24	399.43	56.82	831.07	803.21	32.90	77.38	381.69	128.85	22.71	75.46	88.34	39.37	89.62	582.14	65.74	46.15	1037.79	339.21	87.43	132.19	93.42	88.04	87.37	89.61	93.32	93.96	85.48	88.24	86.99	86.38	98.59	192.62	91.14	60.78	81.04	140.10	54.29	55.54	216.83	918.86	850.09	0.00
RC4	49.32	46.48	37.06	119.57	38.37	60.59	55.34	74.62	41.69	33.04	42.66	70.54	35.19	33.69	29.05	30.76	42.24	79.86	25.79	741.65	33.85	30.57	36.19	36.28	38.73	137.61	44.56	253.98	44.39	152.36	25.41	251.75	252.74	26.54	39.44	136.91	66.87	9.92	40.24	34.82	20.71	38.14	301.54	32.57	6.39	392.03	79.17	46.96	49.01	50.45	45.67	45.54	47.12	49.00	46.80	44.66	45.96	46.33	45.25	51.22	76.92	47.31	34.79	42.12	61.16	26.79	34.86	82.96	368.96	557.09	0.00
RC5.1	83.50	82.01	65.49	275.44	67.01	104.50	90.20	157.21	72.90	57.81	76.35	144.58	61.21	61.36	49.00	55.74	73.06	125.82	40.93	1459.02	64.23	53.60	61.04	63.53	68.04	297.88	80.74	700.07	76.02	400.52	40.47	790.11	641.13	38.12	41.83	358.42	112.83	18.33	90.43	67.35	39.58	66.20	602.72	60.68	11.01	1198.38	239.47	80.91	86.24	87.29	81.39	81.98	84.48	88.07	85.17	81.06	83.31	82.44	81.35	92.44	178.92	84.82	56.67	75.75	128.17	46.96	43.41	241.61	668.00	983.86	0.00
RC5.1_FR	76.89	39.22	46.41	294.66	48.73	62.03	78.34	433.21	63.70	63.31	33.51	325.43	55.24	46.43	53.15	46.24	67.98	510.01	31.59	541.27	46.00	34.57	66.69	51.27	21.64	1056.25	70.21	1498.34	42.51	1384.25	76.71	760.93	1324.05	26.04	55.67	1315.35	88.35	37.04	43.59	37.58	35.40	68.10	819.44	46.38	25.79	1089.32	509.95	66.68	73.93	67.45	64.50	68.38	50.18	50.72	72.87	43.45	70.97	44.82	56.32	67.41	229.54	68.85	48.12	55.72	156.99	37.24	47.02	758.29	540.57	686.07	78.01
RioMaria	55.83	37.47	34.32	216.69	44.09	38.01	50.98	155.28	41.43	33.69	61.66	131.25	37.94	36.94	43.18	38.15	32.98	196.53	17.11	2845.52	50.76	30.62	35.10	38.08	33.44	365.24	31.78	440.43	38.65	1077.14	25.16	1215.49	1130.61	20.33	36.99	627.18	70.87	20.22	23.81	25.04	27.17	32.10	425.84	34.36	36.60	2308.88	442.77	41.58	47.39	43.80	40.61	40.87	44.37	42.30	44.87	40.30	41.57	41.85	40.47	45.90	215.84	40.84	39.94	43.13	92.01	25.63	32.04	460.88	664.77	2394.65	0.00
SA-EC1	48.80	36.82	28.36	112.81	29.26	36.47	30.33	74.13	31.12	27.14	17.28	52.33	28.69	26.76	25.96	13.45	19.65	37.33	30.84	1234.46	32.86	19.71	26.25	28.90	28.21	88.28	35.90	92.14	35.00	170.87	21.72	330.73	213.21	22.38	46.14	82.44	51.00	18.55	19.70	35.21	23.87	29.20	276.99	25.63	24.35	597.44	282.14	38.15	39.58	56.57	36.15	36.35	38.43	38.24	38.59	36.17	39.35	39.02	50.42	40.56	85.52	38.92	36.29	38.71	45.56	23.00	23.23	117.45	345.91	555.73	0.00
SA-EC3	45.01	35.62	28.00	85.33	30.43	57.61	51.19	74.45	29.45	37.85	19.68	69.15	34.03	26.45	29.72	21.24	32.60	61.20	23.77	1305.37	44.70	13.34	39.26	24.82	23.79	138.61	67.39	135.22	27.29	172.14	22.98	161.21	293.80	17.49	48.82	179.17	52.65	29.58	18.98	25.99	16.68	23.98	278.40	19.10	28.20	289.27	142.26	36.79	53.78	53.51	36.13	43.82	37.05	37.02	44.88	35.15	36.45	34.23	36.12	43.61	69.51	50.42	28.60	45.44	49.79	28.71	27.29	114.86	315.97	697.92	0.00
SA-EC5	55.48	37.88	24.38	109.47	43.39	49.58	52.40	89.28	43.88	34.59	38.02	77.00	29.06	30.90	36.12	26.60	39.55	71.67	19.12	447.51	38.09	26.86	46.70	25.35	29.69	157.54	52.48	153.18	33.38	229.72	21.92	247.37	328.22	30.48	31.51	185.88	64.11	24.56	34.15	20.82	16.06	28.38	363.93	28.12	8.55	403.89	218.52	39.81	56.03	58.19	39.03	39.72	40.94	40.71	46.25	36.30	39.14	37.46	38.41	45.09	96.98	44.04	37.58	40.31	59.21	29.79	31.90	170.04	364.27	633.16	6.60
SA-EC6	52.27	43.24	29.30	105.30	57.44	38.42	49.10	70.65	37.82	39.02	39.39	61.22	32.64	29.76	61.57	25.88	38.26	49.32	19.42	773.37	32.02	27.92	30.04	35.58	31.34	96.98	43.23	91.10	38.89	173.13	21.55	296.85	217.70	23.81	35.61	93.03	57.18	20.50	31.89	31.70	22.99	35.04	306.97	28.16	28.20	454.73	188.01	43.26	49.33	45.40	43.17	42.43	43.78	44.22	44.55	42.27	43.09	43.05	42.20	46.61	83.94	44.17	42.30	43.07	52.91	24.89	35.38	112.65	348.41	726.96	0.00
SA-EC7	49.50	39.93	39.22	105.47	32.02	30.00	39.93	72.73	35.95	32.56	39.64	62.09	33.64	31.58	31.15	26.80	36.77	32.55	25.42	516.29	26.59	28.84	28.89	33.80	41.47	79.16	41.75	87.92	36.02	140.39	22.03	302.71	199.17	16.11	37.63	85.76	59.46	31.22	31.01	29.38	28.35	32.00	312.80	28.76	29.17	577.74	191.20	40.73	43.66	62.28	40.58	40.81	42.55	53.44	53.58	40.31	40.65	43.06	40.61	44.67	86.45	42.12	39.73	40.98	50.26	30.13	26.13	103.30	383.09	456.85	0.00
SA-FS1	49.54	28.42	28.25	106.26	37.96	54.92	55.22	103.60	36.66	40.03	26.04	84.90	31.42	33.73	32.62	33.49	38.82	66.07	24.08	582.49	28.70	16.08	48.57	29.63	15.31	229.44	57.84	344.30	28.34	187.72	35.20	115.92	369.73	23.95	36.77	132.07	56.04	18.56	31.68	18.18	17.35	34.52	382.40	30.85	19.08	180.29	105.86	41.95	56.19	55.22	41.22	42.91	30.93	31.94	43.17	28.43	43.39	29.62	37.63	39.14	71.53	50.89	30.50	43.84	63.67	26.71	30.84	124.39	292.71	639.95	40.01
SA-KN1	56.70	42.44	29.38	125.41	37.14	61.32	52.63	105.05	32.11	43.93	24.82	91.67	47.28	33.95	31.50	34.31	38.70	110.45	23.46	373.88	28.96	16.27	43.30	41.64	21.94	280.30	54.62	378.86	26.23	364.96	31.02	123.00	602.21	26.29	31.74	314.02	64.26	24.30	37.88	26.45	16.94	39.85	433.20	28.22	31.16	202.63	118.69	43.04	53.97	54.67	40.96	62.13	42.54	41.96	44.81	32.22	51.36	40.38	38.56	51.61	85.06	44.63	29.45	38.81	64.54	27.05	29.02	193.84	348.62	517.41	37.79
